,Unnamed: 0,Q1,Q2A1,Q2A2,Q2A3,Q2A4,Q2A5,Q2_1,Q3A1,Q3A2,Q3A3,Q3A4,Q3B1,Q3B2,Q4,Q4_1A1,Q4_1A2,Q4_1A3,Q4_1A4,Q4_1A5,Q4_1A6,Q4_1A7,Q4_1A8,Q4_1A9,Q4_1A10,Q5_1,Q5_2A1,Q5_2A2,Q5_2A3,Q6_1A1,Q6_1A2,Q6_1A3,Q6_2A1,Q6_2A2,Q6_2A3,Q6_3A1,Q6_3A2,Q6_3A3,Q7,Q8A1,Q8A2,Q8A3,Q9_1A1,Q9_1A2,Q9_1A3,Q9_1A4,Q9_1A5,Q9_1A6,Q9_1A7,Q9_1A8,Q9_1A9,Q9_1A10,Q9_1A11,Q9_1A12,Q9_1A13,Q9_1A14,Q9_1A15,Q9_1A16,Q9_1A17,Q9_1A18,Q9_1A19,Q9_1A20,Q9_2A1,Q9_2A2,Q9_2A3,Q10_1A1,Q10_1A2,Q10_1A3,Q10_1A4,Q10_1A5,Q10_1A6,Q10_1A7,Q10_1A8,Q10_1A9,Q10_1A10,Q10_1A11,Q10_1A12,Q10_1A13,Q10_1A14,Q10_1A15,Q10_1A16,Q10_1A17,Q10_1B1,Q10_1B2,Q10_1B3,Q10_1B4,Q10_1B5,Q10_1B6,Q10_1B7,Q10_1B8,Q10_2_1A1,Q10_2_2A1,Q10_2_3A1,Q10_2_4A1,Q10_2_5A1,Q10_2_6A1,Q10_2_7A1,Q10_2_8A1,Q10_2_9A1,Q10_2_10A1,Q10_2_11A1,Q10_2_12A1,Q10_2_13A1,Q10_2_14A1,Q10_2_15A1,Q10_2_16A1,Q10_2_17A1,MQ10_2_1A1,MQ10_2_2A1,MQ10_2_3A1,MQ10_2_4A1,MQ10_2_5A1,MQ10_2_6A1,MQ10_2_7A1,MQ10_2_8A1,MQ10_2_9A1,MQ10_2_10A1,MQ10_2_11A1,MQ10_2_12A1,MQ10_2_13A1,MQ10_2_14A1,MQ10_2_15A1,MQ10_2_16A1,MQ10_2_17A1,Q10_2_1A2,Q10_2_2A2,Q10_2_3A2,Q10_2_4A2,Q10_2_5A2,Q10_2_6A2,Q10_2_7A2,Q10_2_8A2,Q10_2_9A2,Q10_2_10A2,Q10_2_11A2,Q10_2_12A2,Q10_2_13A2,Q10_2_14A2,Q10_2_15A2,Q10_2_16A2,Q10_2_17A2,MQ10_2_1A2,MQ10_2_2A2,MQ10_2_3A2,MQ10_2_4A2,MQ10_2_5A2,MQ10_2_6A2,MQ10_2_7A2,MQ10_2_8A2,MQ10_2_9A2,MQ10_2_10A2,MQ10_2_11A2,MQ10_2_12A2,MQ10_2_13A2,MQ10_2_14A2,MQ10_2_15A2,MQ10_2_16A2,MQ10_2_17A2,Q10_3A1,MQ10_3A1,CQ10_3A1,Q10_3A2,MQ10_3A2,CQ10_3A2,Q10_4A1,Q10_4A2,Q10_4A3,Q10_4A4,Q10_4A5,Q10_4A6,Q10_4A7,Q10_4A8,Q10_4A9,Q10_4A10,Q10_4A11,Q10_4A12,Q10_4A13,Q10_4A14,Q10_4A15,Q10_4A16,Q10_4A17,Q10_4A18,Q10_4A19,Q10_4A20,Q10_4A21,Q10_4A22,Q10_4A23,Q10_4A24,Q10_4A25,Q10_4A26,Q10_4A27,Q10_4A28,Q10_4A29,Q10_4A30,Q10_5A1,Q10_5A2,Q10_5A3,Q10_5A4,Q10_5A5,Q10_5A6,Q10_5A7,Q10_5A8,Q10_5A9,Q10_5_1,Q10_5_2,Q10_5_3,Q10_5_4,Q10_5_5,Q10_5_6,Q10_5_7,Q10_5_8,Q11A1,Q11A2,Q11A3,Q12_1A1,Q12_1A2,Q12_1A3,Q12_2A1,Q12_2A2,Q12_2A3,Q13,Q14_1T,Q14_1A,Q14_1B,Q14_1C,Q14_2_1,Q14_2_2,Q14_2_3,Q14_2_4,Q14_2_5,Q14_2_6,Q14_2_7,Q14_2_8,Q14_2_9,MQ14_1T,MQ14_1A,MQ14_1B,MQ14_1C,MQ14_2_1,MQ14_2_2,MQ14_2_3,MQ14_2_4,MQ14_2_5,MQ14_2_6,MQ14_2_7,MQ14_2_8,MQ14_2_9,CQ14_1T,CQ14_1A,CQ14_1B,CQ14_1C,CQ14_2_1,CQ14_2_2,CQ14_2_3,CQ14_2_4,CQ14_2_5,CQ14_2_6,CQ14_2_7,CQ14_2_8,CQ14_2_9,I_Q14_1T,I_Q14_2_1,I_Q14_2_3,I_Q14_2_4,I_Q14_2_5,I_Q14_2_6,I_Q14_2_7,I_Q14_2_8,I_Q14_2_9,I_MQ14_1T,I_MQ14_2_1,I_MQ14_2_3,I_MQ14_2_4,I_MQ14_2_5,I_MQ14_2_6,I_MQ14_2_7,I_MQ14_2_8,I_MQ14_2_9,I_CQ14_1T,I_CQ14_2_1,I_CQ14_2_3,I_CQ14_2_4,I_CQ14_2_5,I_CQ14_2_6,I_CQ14_2_7,I_CQ14_2_8,I_CQ14_2_9,G_Q14_1T,G_Q14_2_2,G_Q14_2_3,G_Q14_2_4,G_Q14_2_5,G_Q14_2_6,G_Q14_2_7,G_Q14_2_8,G_Q14_2_9,G_MQ14_1T,G_MQ14_2_2,G_MQ14_2_3,G_MQ14_2_4,G_MQ14_2_5,G_MQ14_2_6,G_MQ14_2_7,G_MQ14_2_8,G_MQ14_2_9,G_CQ14_1T,G_CQ14_2_2,G_CQ14_2_3,G_CQ14_2_4,G_CQ14_2_5,G_CQ14_2_6,G_CQ14_2_7,G_CQ14_2_8,G_CQ14_2_9,A_Q14_1T,A_Q14_2_2,A_Q14_2_3,A_Q14_2_4,A_Q14_2_5,A_Q14_2_6,A_Q14_2_7,A_Q14_2_8,A_Q14_2_9,A_MQ14_1T,A_MQ14_2_2,A_MQ14_2_3,A_MQ14_2_4,A_MQ14_2_5,A_MQ14_2_6,A_MQ14_2_7,A_MQ14_2_8,A_MQ14_2_9,A_CQ14_1T,A_CQ14_2_2,A_CQ14_2_3,A_CQ14_2_4,A_CQ14_2_5,A_CQ14_2_6,A_CQ14_2_7,A_CQ14_2_8,A_CQ14_2_9,GA_Q14_2_1T,GA_Q14_2_2,GA_Q14_2_3,GA_Q14_2_4,GA_Q14_2_5,GA_Q14_2_6,GA_Q14_2_7,GA_Q14_2_8,GA_Q14_2_9,GA_MQ14_1T,GA_MQ14_2_2,GA_MQ14_2_3,GA_MQ14_2_4,GA_MQ14_2_5,GA_MQ14_2_6,GA_MQ14_2_7,GA_MQ14_2_8,GA_MQ14_2_9,GA_CQ14_1T,GA_CQ14_2_2,GA_CQ14_2_3,GA_CQ14_2_4,GA_CQ14_2_5,GA_CQ14_2_6,GA_CQ14_2_7,GA_CQ14_2_8,GA_CQ14_2_9,DAY_MQ14_1T,DAY_I_MQ14_1T,DAY_A_MQ14_1T,DAY_GA_MQ14_1T,DAY_CQ14_1T,DAY_I_CQ14_1T,DAY_A_CQ14_1T,DAY_GA_CQ14_1T,Q15_1,Q15_2A1,Q15_2A2,Q15_2A3,Q15_2A4,Q15_2A5,Q15_2A6,Q15_2A7,Q15_2A8,Q15_2A9,Q15_2A10,Q15_2A11,Q15_2A12,Q16,Q17,Q18A1,Q18A2,Q19,Q20_1,Q20_2A1,Q20_2A2,Q20_2A3,ID,D_MON,D_QUA,D_COU,D_GEN,D_AGE,D_Q5_1,D_Q13,D_Q1,DD_Q1,WT,COUNTRY,CITY,QQ_1,QQ_2,QQ_3,QQ_4,QQ_5,QQ_6,QQ_7,QQ_8,QQ_9,QQ_10,QQ_11,QQ_12,QQ_13,QQ_14,Q16_a
4404,4405,1,2.0,,,,,2.0,1.0,,,,,,1,,,,,,,,,,,1,3.0,1.0,2.0,5,9.0,1.0,1.0,3.0,4.0,5,3.0,1.0,4,1,7.0,8.0,1,2.0,3.0,7.0,12.0,13.0,,,,,,,,,,,,,,,7,2.0,3.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,4,4.0,4,5,5.0,5,1,3.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,4.0,,4,1.0,10.0,3,1.0,10.0,1.0,6.0,9.0,1,476.0,0.0,476.0,0.0,190.4,,204.0,47.6,34.0,0.0,0.0,0.0,0.0,476.0,0.0,476.0,0.0,190.4,,204.0,47.6,34.0,0.0,0.0,0.0,0.0,1,1,1,1,2.0,,4,3,1,1,1,1,1,476.0,190.4,204.0,47.6,34.0,0.0,0.0,0.0,0.0,476.0,190.4,204.0,47.6,34.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.2,95.2,,,1.0,1.0,,,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,,1.0,1.0,,,628,9,3,18,1,4,1,1,1,1,0.34806680662433,66,5158,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1
4407,4408,1,2.0,,,,,4.0,1.0,,,,,,1,,,,,,,,,,,1,3.0,5.0,1.0,1,7.0,4.0,5.0,9.0,6.0,1,5.0,6.0,5,1,2.0,3.0,1,2.0,3.0,4.0,7.0,18.0,,,,,,,,,,,,,,,18,4.0,7.0,1.0,,,,,,,8.0,9.0,,,,,,,,,1.0,2.0,,4.0,,,,,5.0,0.0,,0.0,,,,,,,,,,,,,,5.0,0.0,,0.0,,,,,,,,,,,,,,6.0,1.0,,1.0,,,,,,,,,,,,,,6.0,1.0,,1.0,,,,,,,,,,,,,,5,5.0,5,6,6.0,6,1,2.0,3.0,4.0,80.0,81.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5.0,,,,,,,,80,62.0,81.0,3,4.0,2.0,3.0,,,2,1200.5,0.0,1200.5,0.0,,720.3,480.2,0.0,0.0,0.0,0.0,0.0,0.0,1200.5,0.0,1200.5,0.0,,720.3,480.2,0.0,0.0,0.0,0.0,0.0,0.0,3,1,3,1,,4.0,4,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.5,720.3,480.2,0.0,0.0,0.0,0.0,0.0,0.0,1200.5,720.3,480.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.5,720.3,480.2,0.0,0.0,0.0,0.0,0.0,0.0,1200.5,720.3,480.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,200.083333333333,,200.083333333333,,3.0,,3.0,,4,4,4,4,4,3,3,4,3,2,2,4,2,3,3,3,3,,1.0,2.0,,,628,12,4,7,1,4,1,2,1,1,1.05845151237672,30,5531,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0
4408,4409,7,2.0,3.0,,,,3.0,1.0,,,,,,1,,,,,,,,,,,1,9.0,14.0,1.0,3,6.0,,7.0,3.0,5.0,1,3.0,7.0,3,1,2.0,5.0,2,3.0,4.0,6.0,7.0,9.0,10.0,,,,,,,,,,,,,,2,9.0,10.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,20.0,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,20,20.0,11,21,21.0,12,1,2.0,5.0,6.0,14.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,20.0,,,,,,1,6.0,2.0,3,11.0,2.0,4.0,1.0,5.0,1,739.296,0.0,739.296,0.0,277.236,,92.412,92.412,46.206,92.412,138.618,0.0,0.0,739.296,0.0,739.296,0.0,277.236,,92.412,92.412,46.206,92.412,138.618,0.0,0.0,2,1,2,1,3.0,,2,3,1,3,4,1,1,739.296,277.236,92.412,92.412,46.206,92.412,138.618,0.0,0.0,739.296,277.236,92.412,92.412,46.206,92.412,138.618,0.0,0.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2045714285714,35.2045714285714,,,1.0,1.0,,,5,4,5,5,4,5,5,5,5,4,5,5,4,5,5,4,5,40000.0,,,,,629,1,1,15,2,2,1,1,4,2,0.27021361609462,117,6426,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1
4409,4410,1,,,,,,,1.0,,,,,,2,2.0,,,,,,,,,,1,14.0,15.0,8.0,6,5.0,1.0,3.0,1.0,5.0,1,5.0,2.0,2,1,5.0,8.0,2,3.0,4.0,,,,,,,,,,,,,,,,,,2,3.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,6.0,,,4.0,,,,,,,,,,,,2.0,,,,,4.0,,,,,,,,,,,,2.0,,,,,5.0,,,,,,,,,,,,3.0,,,,,5.0,,,,,,,,,,,,3.0,,,,,6,6.0,6,8,8.0,8,1,4.0,6.0,10.0,14.0,107.0,108.0,109.0,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,6.0,,1,10.0,109.0,3,9.0,5.0,3.0,4.0,5.0,1,2260.5660000000003,0.0,2260.5660000000003,0.0,307.56,,1153.35,512.6,256.3,0.0,0.0,30.756,0.0,2260.5660000000003,0.0,2260.5660000000003,0.0,307.56,,1153.35,512.6,256.3,0.0,0.0,30.756,0.0,5,1,5,1,3.0,,5,4,4,1,1,3,1,2260.5660000000003,307.56,1153.35,512.6,256.3,0.0,0.0,30.756,0.0,2260.5660000000003,307.56,1153.35,512.6,256.3,0.0,0.0,30.756,0.0,5.0,3.0,5.0,4.0,4.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.57075,282.57075,,,3.0,3.0,,,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,5,17941.0,,,,,629,2,1,7,1,2,1,1,1,1,0.5684797942508,30,5001,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
4415,4416,1,2.0,,,,,2.0,1.0,,,,,,1,,,,,,,,,,,3,,,,5,6.0,1.0,3.0,2.0,1.0,2,6.0,3.0,4,1,3.0,5.0,2,8.0,14.0,,,,,,,,,,,,,,,,,,14,2.0,8.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,3,3.0,3,4,4.0,4,1,2.0,10.0,9.0,14.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,3.0,,,,,,1,2.0,10.0,10,1.0,3.0,3.0,2.0,9.0,1,286.35,148.35,138.0,0.0,34.5,,103.5,34.5,10.35,0.0,103.5,0.0,0.0,286.35,148.35,138.0,0.0,34.5,,103.5,34.5,10.35,0.0,103.5,0.0,0.0,1,1,1,1,1.0,,3,3,1,1,4,1,1,286.35,34.5,103.5,34.5,10.35,0.0,103.5,0.0,0.0,286.35,34.5,103.5,34.5,10.35,0.0,103.5,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.5875,71.5875,,,1.0,1.0,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6900.0,1.0,1.0,,,629,8,3,18,1,2,3,1,1,1,0.6001488887035601,66,5006,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
4416,4417,1,3.0,,,,,13.0,1.0,,,,,,1,,,,,,,,,,,3,,,,4,6.0,5.0,,,,8,1.0,9.0,4,1,2.0,5.0,2,3.0,4.0,10.0,14.0,,,,,,,,,,,,,,,,3,10.0,2.0,1.0,,,4.0,,,,,9.0,,,,,,,,,1.0,,3.0,4.0,,,,,3.0,,0.0,2.0,,,,,,,,,,,,,,3.0,,0.0,2.0,,,,,,,,,,,,,,4.0,,1.0,3.0,,,,,,,,,,,,,,4.0,,1.0,3.0,,,,,,,,,,,,,,5,5.0,5,6,6.0,6,1,3.0,4.0,8.0,10.0,18.0,15.0,80.0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5.0,,,,,,,,80,1.0,4.0,6,1.0,2.0,10.0,9.0,3.0,2,1453.2,0.0,1453.2,0.0,,896.14,484.4,72.66,0.0,0.0,0.0,0.0,0.0,1453.2,0.0,1453.2,0.0,,896.14,484.4,72.66,0.0,0.0,0.0,0.0,0.0,3,1,3,1,,4.0,4,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453.2,896.14,484.4,72.66,0.0,0.0,0.0,0.0,0.0,1453.2,896.14,484.4,72.66,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453.2,896.14,484.4,72.66,0.0,0.0,0.0,0.0,0.0,1453.2,896.14,484.4,72.66,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,242.2,,242.2,,3.0,,3.0,,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,14532.0,1.0,2.0,,,629,9,3,7,2,3,3,2,1,1,0.6248362603933599,30,5001,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1
4419,4420,4,,,,,,,1.0,,,,,,1,,,,,,,,,,,1,4.0,2.0,1.0,6,9.0,1.0,1.0,9.0,3.0,8,3.0,1.0,4,6,1.0,2.0,1,2.0,3.0,4.0,6.0,,,,,,,,,,,,,,,,1,2.0,6.0,1.0,,,,,,,8.0,,,,,,,,,,1.0,2.0,,,,,,,1.0,7.0,,,,,,,,,,,,,,,,1.0,7.0,,,,,,,,,,,,,,,,2.0,8.0,,,,,,,,,,,,,,,,2.0,8.0,,,,,,,,,,,,,,,,8,8.0,8,9,9.0,9,61,1.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.0,,,,,,,,1.0,,,,7.0,,,,4,5.0,1.0,1,6.0,2.0,2.0,1.0,14.0,1,555.5,55.5,225.0,275.0,70.0,,280.5,135.0,65.0,0.0,5.0,0.0,0.0,555.5,55.5,225.0,275.0,70.0,,280.5,135.0,65.0,0.0,5.0,0.0,0.0,2,1,1,1,1.0,,4,4,2,1,2,1,1,555.5,70.0,280.5,135.0,65.0,0.0,5.0,0.0,0.0,555.5,70.0,280.5,135.0,65.0,0.0,5.0,0.0,0.0,2.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.72222222222221,61.72222222222221,,,1.0,1.0,,,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,,1.0,2.0,,,629,12,4,7,2,2,1,1,4,2,1.04412711178397,30,5024,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
4420,4421,1,2.0,,,,,2.0,1.0,,,,,,1,,,,,,,,,,,3,,,,1,,,1.0,3.0,,2,3.0,5.0,4,1,2.0,,1,2.0,4.0,14.0,,,,,,,,,,,,,,,,,14,4.0,2.0,1.0,,,,,,,,9.0,,,,,,,,,1.0,,,4.0,,,,,15.0,,,0.0,,,,,,,,,,,,,,15.0,,,0.0,,,,,,,,,,,,,,16.0,,,1.0,,,,,,,,,,,,,,16.0,,,1.0,,,,,,,,,,,,,,15,15.0,11,16,16.0,11,1,2.0,3.0,5.0,7.0,8.0,10.0,14.0,80.0,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,15.0,,80,1.0,2.0,6,3.0,4.0,3.0,9.0,13.0,1,2765.0,1400.0,1365.0,0.0,1000.0,,600.0,1000.0,100.0,0.0,20.0,45.0,0.0,2765.0,1400.0,1365.0,0.0,1000.0,,600.0,1000.0,100.0,0.0,20.0,45.0,0.0,5,3,3,1,4.0,,5,4,2,1,2,3,1,2765.0,1000.0,600.0,1000.0,100.0,0.0,20.0,45.0,0.0,2765.0,1000.0,600.0,1000.0,100.0,0.0,20.0,45.0,0.0,5.0,4.0,5.0,4.0,2.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.8125,172.8125,,,2.0,2.0,,,5,4,4,4,4,4,4,3,4,3,3,5,5,4,4,4,5,70000.0,,,,,630,1,1,15,2,4,3,1,1,1,0.47562288150349996,244,5865,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
4427,4428,1,3.0,,,,,2.0,1.0,,,,,,1,,,,,,,,,,,2,,,,1,3.0,2.0,1.0,2.0,3.0,1,2.0,3.0,2,1,2.0,7.0,1,2.0,3.0,4.0,6.0,13.0,,,,,,,,,,,,,,,4,2.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,3,3.0,3,4,4.0,4,1,2.0,4.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3.0,,,,,,,,1,2.0,4.0,1,2.0,10.0,3.0,10.0,6.0,1,430.0,0.0,430.0,0.0,130.0,,200.0,50.0,50.0,0.0,0.0,0.0,0.0,430.0,0.0,430.0,0.0,130.0,,200.0,50.0,50.0,0.0,0.0,0.0,0.0,1,1,1,1,2.0,,3,3,1,1,1,1,1,430.0,130.0,200.0,50.0,50.0,0.0,0.0,0.0,0.0,430.0,130.0,200.0,50.0,50.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.5,107.5,,,2.0,2.0,,,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4140.0,1.0,2.0,,,630,8,3,18,1,2,2,1,1,1,0.6001488887035601,66,5006,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1
4428,4429,1,3.0,,,,,4.0,1.0,,,,,,1,,,,,,,,,,,1,4.0,2.0,3.0,3,2.0,5.0,3.0,1.0,4.0,1,8.0,3.0,5,1,4.0,5.0,1,2.0,3.0,4.0,7.0,8.0,10.0,11.0,16.0,,,,,,,,,,,,3,2.0,11.0,1.0,,,,,,,,9.0,,,,,,,,,1.0,,,4.0,,,,,5.0,,,0.0,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,,,,,6.0,,,1.0,,,,,,,,,,,,,,6.0,,,1.0,,,,,,,,,,,,,,5,5.0,5,6,6.0,6,1,10.0,12.0,2.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,,,,,,,,2.0,3.0,,,,,,,1,2.0,10.0,1,2.0,7.0,3.0,7.0,4.0,2,1089.9,0.0,1089.9,0.0,,847.7,242.2,0.0,0.0,0.0,0.0,0.0,0.0,1089.9,0.0,1089.9,0.0,,847.7,242.2,0.0,0.0,0.0,0.0,0.0,0.0,3,1,3,1,,4.0,4,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089.9,847.7,242.2,0.0,0.0,0.0,0.0,0.0,0.0,1089.9,847.7,242.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089.9,847.7,242.2,0.0,0.0,0.0,0.0,0.0,0.0,1089.9,847.7,242.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,181.65,,181.65,,2.0,,2.0,,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,,1.0,1.0,,,630,9,3,7,2,1,1,2,1,1,0.60604361093788,30,6455,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0
4434,4435,2,2.0,,,,,2.0,1.0,,,,,,1,,,,,,,,,,,1,17.0,,,1,7.0,8.0,1.0,2.0,3.0,2,3.0,6.0,5,1,5.0,7.0,2,4.0,13.0,17.0,,,,,,,,,,,,,,,,,17,4.0,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,4,4.0,4,5,5.0,5,1,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4.0,,,,,,,,10,1.0,,3,2.0,,4.0,15.0,14.0,1,1385.0,687.5,697.5,0.0,200.0,,300.0,100.0,25.0,0.0,0.0,10.0,750.0,1385.0,687.5,697.5,0.0,200.0,,300.0,100.0,25.0,0.0,0.0,10.0,750.0,3,2,2,1,2.0,,4,3,1,1,1,2,4,1385.0,200.0,300.0,100.0,25.0,0.0,0.0,10.0,750.0,1385.0,200.0,300.0,100.0,25.0,0.0,0.0,10.0,750.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.0,277.0,,,3.0,3.0,,,5,5,5,5,5,3,5,4,5,2,3,5,5,5,5,5,5,,1.0,2.0,3.0,,631,3,1,15,1,2,1,1,2,2,0.4052862137004,71,5536,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
